2020-10-07 15:25:24,747 DEBUG   Thread-23 :16804 [connectionpool.py:_make_request():396] https://storage.googleapis.com:443 "PUT /wandb-production.appspot.com/marcelloaborges/gpt-2/864dnwps/wandb-metadata.json?Expires=1602181363&GoogleAccessId=gorilla-cloud-storage%40wandb-production.iam.gserviceaccount.com&Signature=Gw3owflmcoyC0PEDZM1bzVNRGuNc7Ojw4ZIuZdfte7CfLhkuB46sfcHQJrrwceR2SoNan6onzj5SbJprz0qYWeBqiezkjEY0WMhUETLNda%2BmWrgigvwEmJfrCeFboGmKuLwSLyX9pYLvg6LD8oC5Sp6pFVDdVvSqEN2YdJVcR9bZG5%2FXuH%2FDoe51SJ6tba%2BsshoREfgkvwGITMUB5GRVLDf4177wRFz54k8KHQZ0iIx5st3MKyyL7JIf49B3phT0PtV8Rxfk334HrkuF%2FGJFX92yOBDqlnRAg9yDrdl9oZXaU7lAvH6dFSREdlBoLymfuG9KxHrBKaQywMZ7hjidow%3D%3D HTTP/1.1" 200 0
2020-10-07 15:25:24,750 INFO    Thread-23 :16804 [upload_job.py:push():112] Uploaded file C:\Users\MARCEL~1.BOR\AppData\Local\Temp\tmp9p_tp7pbwandb\2mfv0zrt-wandb-metadata.json
2020-10-07 15:25:25,115 DEBUG   Thread-15 :16804 [connectionpool.py:_new_conn():815] Starting new HTTPS connection (1): api.wandb.ai:443
2020-10-07 15:25:25,366 DEBUG   Thread-15 :16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /files/marcelloaborges/gpt-2/864dnwps/file_stream HTTP/1.1" 200 None
2020-10-07 15:25:26,648 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:25:28,859 DEBUG   Thread-15 :16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /files/marcelloaborges/gpt-2/864dnwps/file_stream HTTP/1.1" 200 None
2020-10-07 15:25:31,277 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:25:31,485 DEBUG   Thread-15 :16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /files/marcelloaborges/gpt-2/864dnwps/file_stream HTTP/1.1" 200 None
2020-10-07 15:25:35,906 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:25:36,115 DEBUG   Thread-15 :16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /files/marcelloaborges/gpt-2/864dnwps/file_stream HTTP/1.1" 200 None
2020-10-07 15:25:39,138 DEBUG   HandlerThread:16804 [handler.py:handle_request():54] handle_request: status
2020-10-07 15:25:39,139 DEBUG   SenderThread:16804 [sender.py:send():88] send: request
2020-10-07 15:25:39,139 DEBUG   SenderThread:16804 [sender.py:send_request():97] send_request: status
2020-10-07 15:25:39,146 DEBUG   SenderThread:16804 [connectionpool.py:_new_conn():815] Starting new HTTPS connection (1): api.wandb.ai:443
2020-10-07 15:25:39,388 DEBUG   SenderThread:16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2020-10-07 15:25:40,540 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:25:40,744 DEBUG   Thread-15 :16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /files/marcelloaborges/gpt-2/864dnwps/file_stream HTTP/1.1" 200 None
2020-10-07 15:25:45,165 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:25:45,387 DEBUG   Thread-15 :16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /files/marcelloaborges/gpt-2/864dnwps/file_stream HTTP/1.1" 200 None
2020-10-07 15:25:49,800 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:25:50,006 DEBUG   Thread-15 :16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /files/marcelloaborges/gpt-2/864dnwps/file_stream HTTP/1.1" 200 None
2020-10-07 15:25:54,392 DEBUG   HandlerThread:16804 [handler.py:handle_request():54] handle_request: status
2020-10-07 15:25:54,393 DEBUG   SenderThread:16804 [sender.py:send():88] send: request
2020-10-07 15:25:54,393 DEBUG   SenderThread:16804 [sender.py:send_request():97] send_request: status
2020-10-07 15:25:54,416 DEBUG   SenderThread:16804 [connectionpool.py:_new_conn():815] Starting new HTTPS connection (1): api.wandb.ai:443
2020-10-07 15:25:54,657 DEBUG   SenderThread:16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2020-10-07 15:25:54,660 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:25:54,869 DEBUG   Thread-15 :16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /files/marcelloaborges/gpt-2/864dnwps/file_stream HTTP/1.1" 200 None
2020-10-07 15:25:59,080 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:25:59,313 DEBUG   Thread-15 :16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /files/marcelloaborges/gpt-2/864dnwps/file_stream HTTP/1.1" 200 None
2020-10-07 15:26:03,727 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:26:03,951 DEBUG   Thread-15 :16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /files/marcelloaborges/gpt-2/864dnwps/file_stream HTTP/1.1" 200 None
2020-10-07 15:26:08,374 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:26:08,593 DEBUG   Thread-15 :16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /files/marcelloaborges/gpt-2/864dnwps/file_stream HTTP/1.1" 200 None
2020-10-07 15:26:09,662 DEBUG   HandlerThread:16804 [handler.py:handle_request():54] handle_request: status
2020-10-07 15:26:09,663 DEBUG   SenderThread:16804 [sender.py:send():88] send: request
2020-10-07 15:26:09,663 DEBUG   SenderThread:16804 [sender.py:send_request():97] send_request: status
2020-10-07 15:26:09,672 DEBUG   SenderThread:16804 [connectionpool.py:_new_conn():815] Starting new HTTPS connection (1): api.wandb.ai:443
2020-10-07 15:26:09,907 DEBUG   SenderThread:16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2020-10-07 15:26:13,016 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:26:13,221 DEBUG   Thread-15 :16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /files/marcelloaborges/gpt-2/864dnwps/file_stream HTTP/1.1" 200 None
2020-10-07 15:26:17,670 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:26:17,875 DEBUG   Thread-15 :16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /files/marcelloaborges/gpt-2/864dnwps/file_stream HTTP/1.1" 200 None
2020-10-07 15:26:22,322 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
